customer_id,tenure_months,monthly_charges,support_tickets,region,contract_type,internet_service,churn
553,36.1,48.29,2,South,One year,DSL,0
554,39.8,73.74,3,East,Month-to-month,DSL,0
555,15.7,41.93,4,West,One year,DSL,0
556,42.9,65.54,5,East,One year,Fiber,0
557,22.5,59.9,1,West,Month-to-month,Fiber,0
558,22.9,70.46,2,West,Two year,Fiber,0
559,28.0,67.24,3,South,Month-to-month,None,0
560,21.2,60.41,1,West,One year,Fiber,0
561,13.6,37.35,1,East,Month-to-month,Fiber,0
562,26.7,38.41,0,North,One year,None,0
563,23.0,54.49,0,South,Two year,Fiber,0
564,22.5,64.85,4,East,Month-to-month,DSL,1
565,25.1,54.05,2,North,Month-to-month,Fiber,1
566,5.0,76.25,3,East,Month-to-month,DSL,1
567,22.6,59.97,1,South,Month-to-month,Fiber,1
568,56.2,47.63,0,East,Two year,Fiber,0
569,53.7,59.99,3,North,One year,DSL,0
570,27.3,69.07,4,West,One year,Fiber,0
571,26.7,70.85,5,South,Two year,Fiber,0
572,3.9,98.81,1,North,Two year,Fiber,1
573,18.7,52.96,0,South,Two year,DSL,0
574,39.6,63.68,4,South,Month-to-month,Fiber,0
575,20.9,72.67,1,East,Month-to-month,Fiber,0
576,47.3,64.58,3,East,Month-to-month,Fiber,1
577,45.7,55.99,3,North,Month-to-month,Fiber,0
578,18.5,37.11,2,West,Month-to-month,DSL,0
579,28.5,55.8,4,South,Month-to-month,Fiber,1
580,58.7,45.67,1,North,Month-to-month,None,0
581,9.6,33.92,3,West,Month-to-month,DSL,1
582,21.2,50.68,0,East,Month-to-month,DSL,1
583,8.8,46.15,1,East,Month-to-month,DSL,0
584,14.9,75.51,1,South,Month-to-month,Fiber,1
585,68.2,75.82,3,South,One year,None,0
586,21.2,48.73,2,East,One year,DSL,1
587,6.1,60.32,0,North,One year,DSL,0
588,13.5,31.55,3,South,Month-to-month,Fiber,1
589,8.1,56.1,1,West,Month-to-month,Fiber,1
590,29.2,72.18,1,East,Month-to-month,DSL,0
591,34.1,79.85,3,South,Month-to-month,Fiber,1
592,43.2,52.17,0,North,Month-to-month,DSL,1
593,38.4,83.93,3,East,Two year,Fiber,1
594,9.9,37.72,1,South,Month-to-month,DSL,1
595,33.1,42.54,3,North,Month-to-month,Fiber,0
596,24.4,77.77,1,North,One year,Fiber,0
597,46.7,95.08,0,East,One year,Fiber,0
598,40.9,73.88,3,East,Month-to-month,DSL,0
599,72.0,64.27,2,North,Month-to-month,DSL,0
600,14.2,25.49,1,North,Two year,None,0
601,12.8,28.6,1,East,Month-to-month,DSL,0
602,19.5,67.33,0,East,One year,DSL,1
603,25.0,58.55,0,East,One year,DSL,0
604,17.1,45.09,2,North,Month-to-month,DSL,0
605,14.7,66.18,2,East,One year,None,0
606,31.8,67.07,1,West,Month-to-month,DSL,0
607,19.5,82.0,2,East,Month-to-month,Fiber,1
608,16.6,67.46,1,North,Month-to-month,DSL,0
609,9.9,87.11,1,East,Two year,Fiber,0
610,4.2,65.14,4,South,Month-to-month,Fiber,1
611,54.7,62.92,1,North,Month-to-month,DSL,0
612,53.8,84.16,2,South,Two year,DSL,0
613,41.6,47.39,1,West,Month-to-month,Fiber,0
614,36.2,115.66,0,South,Two year,Fiber,0
615,18.3,71.75,4,West,One year,None,0
616,37.0,71.85,1,South,One year,Fiber,0
617,12.2,74.45,1,East,One year,Fiber,0
618,28.1,98.79,1,North,One year,DSL,0
619,15.7,79.27,1,East,Month-to-month,DSL,0
620,37.1,36.11,3,North,Two year,DSL,0
621,60.9,90.26,1,South,Two year,DSL,0
622,13.4,58.86,2,South,Two year,Fiber,1
623,18.9,66.93,0,South,One year,Fiber,0
624,27.8,41.97,3,East,One year,DSL,0
625,6.7,74.47,2,North,One year,DSL,1
626,8.4,53.28,1,South,Month-to-month,Fiber,0
627,59.9,66.8,1,West,One year,Fiber,0
628,31.9,59.89,3,North,One year,Fiber,1
629,17.7,99.65,1,South,One year,Fiber,0
630,26.0,100.68,1,South,Month-to-month,Fiber,1
631,19.5,65.84,1,South,Month-to-month,Fiber,0
632,28.3,66.15,2,East,One year,DSL,0
633,20.0,58.28,1,North,Month-to-month,Fiber,1
634,24.8,84.91,1,South,Two year,DSL,0
635,39.0,59.08,2,East,One year,DSL,0
636,37.6,57.42,0,South,Month-to-month,DSL,0
637,58.0,82.61,2,West,Month-to-month,None,1
638,33.2,55.31,0,West,One year,Fiber,0
639,27.0,64.32,1,North,Month-to-month,Fiber,0
640,62.8,36.54,1,South,Two year,DSL,0
641,23.3,77.68,2,North,Month-to-month,Fiber,0
642,4.6,99.94,2,North,Month-to-month,Fiber,1
643,41.9,77.98,3,South,Month-to-month,Fiber,1
644,31.0,91.31,2,East,One year,None,0
645,26.3,49.77,2,South,Two year,Fiber,0
646,42.5,69.25,3,South,Two year,DSL,0
647,20.1,48.02,0,South,One year,Fiber,1
648,4.8,60.9,2,West,Two year,DSL,0
649,43.0,78.9,0,West,Month-to-month,Fiber,0
650,17.3,66.83,4,North,One year,None,0
651,13.8,39.57,4,East,Two year,DSL,1
652,5.1,41.33,0,South,Month-to-month,Fiber,0
653,41.0,40.14,1,East,Two year,Fiber,0
654,3.2,73.85,0,East,Month-to-month,DSL,0
655,52.3,102.15,5,West,Month-to-month,DSL,1
656,21.4,89.52,1,North,One year,Fiber,1
657,42.1,30.87,1,South,Two year,Fiber,0
658,33.8,90.58,0,West,Month-to-month,Fiber,0
659,69.3,81.86,0,North,Two year,Fiber,0
660,33.3,37.18,5,North,Month-to-month,Fiber,1
661,51.2,59.54,3,East,One year,Fiber,0
662,18.5,84.72,0,West,One year,Fiber,1
663,8.4,74.91,1,East,Month-to-month,DSL,1
664,45.8,41.44,1,West,One year,DSL,0
665,8.2,75.99,0,East,One year,DSL,0
666,40.7,26.52,0,North,One year,DSL,0
667,12.7,60.99,4,East,Month-to-month,DSL,0
668,31.3,85.48,2,West,Month-to-month,Fiber,1
669,70.0,65.33,3,West,Two year,DSL,0
670,38.9,56.02,1,North,One year,Fiber,1
671,23.3,81.01,1,North,Two year,DSL,0
672,34.3,82.55,3,West,One year,None,0
673,19.0,88.58,0,North,Two year,None,0
674,72.0,80.74,0,North,Month-to-month,Fiber,1
675,16.4,84.46,0,West,One year,DSL,0
676,24.9,78.19,4,South,One year,Fiber,1
677,36.9,69.78,0,South,Month-to-month,Fiber,1
678,32.8,66.61,1,North,Month-to-month,Fiber,0
679,35.0,60.73,2,North,One year,Fiber,0
680,19.2,43.18,1,West,Two year,DSL,0
681,22.7,47.8,1,South,One year,Fiber,0
682,44.6,59.92,0,North,Month-to-month,Fiber,0
683,43.4,69.35,1,South,Two year,None,0
684,33.3,90.93,2,North,Month-to-month,DSL,1
685,54.8,64.25,0,North,Month-to-month,Fiber,0
686,45.6,83.06,1,South,Two year,DSL,0
687,42.6,84.43,0,East,One year,DSL,0
688,8.1,60.83,1,North,Two year,Fiber,0
689,33.1,75.7,0,South,Two year,DSL,1
690,29.7,60.62,2,South,One year,None,0
691,58.7,88.8,2,South,Month-to-month,Fiber,1
692,1.9,76.45,0,North,Month-to-month,DSL,1
693,24.1,43.57,3,North,Two year,Fiber,0
694,28.2,67.91,0,North,Two year,DSL,0
695,12.6,94.67,2,South,Month-to-month,Fiber,1
696,14.3,61.74,1,East,Month-to-month,Fiber,0
697,58.8,73.06,5,North,Month-to-month,None,0
698,34.9,74.83,2,West,Month-to-month,DSL,0
699,70.1,46.34,1,East,Two year,Fiber,0
700,23.8,74.19,3,North,Month-to-month,Fiber,1
701,9.6,39.91,0,North,Month-to-month,Fiber,1
702,21.7,53.74,1,North,Two year,None,0
703,19.4,84.36,0,North,One year,Fiber,1
704,39.7,71.42,2,East,Month-to-month,Fiber,0
705,38.8,59.52,0,North,Month-to-month,DSL,0
706,36.0,73.04,1,West,Month-to-month,Fiber,0
707,72.0,63.92,0,South,Month-to-month,Fiber,1
708,53.0,65.23,1,East,Month-to-month,None,0
709,15.0,76.82,2,East,Month-to-month,Fiber,1
710,46.5,51.91,1,South,Month-to-month,None,1
711,27.1,65.73,2,West,Month-to-month,DSL,0
712,23.4,59.38,1,West,Month-to-month,Fiber,1
713,56.7,36.46,1,South,Two year,DSL,0
714,14.4,48.43,0,North,Month-to-month,DSL,0
715,44.7,93.23,4,South,Month-to-month,DSL,0
716,40.8,71.93,4,North,Two year,DSL,0
717,14.2,41.18,1,East,Month-to-month,Fiber,0
718,7.9,37.27,0,South,One year,Fiber,0
719,25.3,62.98,1,South,Two year,DSL,0
720,1.7,93.1,0,West,One year,Fiber,1
721,49.5,61.64,3,South,Month-to-month,Fiber,0
722,33.0,88.53,4,East,One year,DSL,0
723,57.7,71.33,3,South,One year,Fiber,0
724,31.7,73.48,1,West,Month-to-month,DSL,1
725,59.9,40.96,3,East,Month-to-month,DSL,0
726,18.1,81.88,1,North,Month-to-month,DSL,1
727,35.9,58.97,0,East,Two year,Fiber,0
728,20.7,80.54,3,North,Month-to-month,Fiber,1
729,24.8,50.34,2,East,Month-to-month,DSL,1
730,28.2,68.19,3,East,One year,Fiber,0
731,32.9,71.34,1,South,Two year,DSL,0
732,16.5,62.23,0,East,Month-to-month,DSL,0
733,34.9,72.28,2,West,Month-to-month,Fiber,0
734,27.3,60.2,3,West,Month-to-month,Fiber,1
735,10.1,53.32,1,East,One year,DSL,1
736,7.0,93.9,0,East,Month-to-month,Fiber,1
737,49.6,83.88,2,South,Two year,None,0
738,24.1,51.3,0,West,Month-to-month,DSL,0
739,9.2,75.23,1,West,Month-to-month,Fiber,1
740,65.3,51.63,2,North,Month-to-month,DSL,1
741,37.0,43.68,1,North,Month-to-month,Fiber,0
742,32.4,83.61,2,South,One year,Fiber,0
743,15.5,34.33,2,North,One year,None,0
744,9.9,81.68,1,South,Month-to-month,DSL,0
745,29.7,60.45,1,North,One year,DSL,0
746,26.3,61.19,1,East,Month-to-month,DSL,0
747,12.7,72.38,2,North,One year,DSL,0
748,12.4,75.46,2,South,Month-to-month,Fiber,0
749,11.9,50.13,1,East,One year,Fiber,0
750,11.7,77.92,3,South,Month-to-month,Fiber,1
751,17.7,67.04,1,South,Two year,Fiber,0
752,32.4,42.39,0,West,Two year,Fiber,0
753,35.7,61.94,1,West,Two year,DSL,0
754,26.0,89.86,0,East,Two year,Fiber,0
755,28.9,95.18,4,North,Month-to-month,DSL,1
756,36.7,77.91,1,North,One year,DSL,0
757,5.5,43.57,4,West,Month-to-month,None,1
758,30.3,73.83,1,East,Two year,Fiber,0
759,54.3,80.32,1,East,Month-to-month,None,0
760,23.7,78.06,0,East,Month-to-month,DSL,0
761,48.4,79.13,3,North,One year,Fiber,0
762,24.0,71.54,1,South,Month-to-month,Fiber,1
763,38.1,63.7,0,West,One year,Fiber,0
764,32.0,54.05,1,West,Month-to-month,DSL,0
765,11.8,30.84,1,North,One year,DSL,0
766,13.9,71.11,0,East,Two year,DSL,0
767,59.9,68.35,1,North,One year,DSL,0
768,42.9,75.04,2,West,Month-to-month,Fiber,1
769,25.0,40.92,2,North,Month-to-month,Fiber,0
770,23.0,76.61,0,East,Month-to-month,None,0
771,15.6,101.98,4,North,Month-to-month,None,1
772,33.7,66.41,5,East,One year,DSL,1
773,16.5,63.89,3,East,Month-to-month,Fiber,1
774,21.1,70.56,2,South,Month-to-month,Fiber,0
775,17.7,101.58,1,West,Month-to-month,Fiber,1
776,41.4,46.57,1,West,Two year,Fiber,0
777,24.4,68.66,3,West,Month-to-month,Fiber,1
778,29.0,50.61,0,South,Month-to-month,None,0
779,12.0,55.15,2,East,Month-to-month,DSL,0
780,17.6,64.11,3,East,Month-to-month,Fiber,0
781,29.4,89.25,2,East,Two year,Fiber,0
782,8.2,97.42,2,South,Month-to-month,Fiber,0
783,23.2,73.07,1,East,One year,Fiber,0
784,26.5,58.22,3,North,One year,DSL,1
785,10.9,109.87,3,South,Two year,Fiber,0
786,47.2,57.3,2,North,One year,DSL,0
787,32.7,54.72,1,South,One year,Fiber,0
788,24.2,33.05,5,North,Month-to-month,Fiber,0
789,16.8,90.13,4,North,One year,None,0
790,8.0,82.43,4,West,One year,Fiber,1
791,45.2,108.52,1,East,One year,Fiber,0
792,19.9,39.99,3,North,One year,DSL,0
793,9.6,91.25,2,West,Month-to-month,Fiber,1
794,16.4,66.26,2,West,Month-to-month,Fiber,0
795,34.8,79.51,1,West,Month-to-month,Fiber,0
796,30.8,35.34,2,West,Month-to-month,Fiber,0
797,12.8,91.43,3,West,Month-to-month,DSL,1
798,49.8,79.16,2,East,Month-to-month,Fiber,1
799,9.5,64.3,4,West,One year,DSL,0
800,55.6,76.61,0,West,One year,DSL,0
801,30.0,51.22,2,South,One year,Fiber,0
802,20.9,54.57,2,West,One year,Fiber,0
803,22.8,56.66,2,West,Month-to-month,Fiber,0
804,28.0,31.65,3,West,Month-to-month,Fiber,0
805,36.3,80.51,2,West,One year,Fiber,0
806,6.9,86.45,1,South,Two year,DSL,1
807,16.1,52.38,1,South,One year,Fiber,0
808,27.4,71.27,2,East,One year,DSL,0
809,50.8,60.22,1,East,One year,DSL,0
810,49.8,70.91,0,West,One year,DSL,0
811,62.0,53.7,3,West,One year,Fiber,0
812,48.4,49.1,0,East,One year,Fiber,0
813,15.3,83.94,1,West,Month-to-month,None,0
814,26.4,63.85,3,North,Month-to-month,Fiber,1
815,48.6,101.4,2,West,Month-to-month,DSL,0
816,45.9,65.83,0,North,One year,DSL,0
817,23.5,48.33,0,East,One year,DSL,0
818,35.8,87.08,2,North,Month-to-month,Fiber,0
819,19.8,76.35,1,East,Month-to-month,Fiber,0
820,9.0,78.08,0,South,One year,DSL,0
821,24.8,86.43,3,North,Month-to-month,DSL,0
822,23.9,53.25,2,East,Two year,DSL,1
823,19.2,62.71,4,East,Month-to-month,DSL,0
824,36.4,61.91,0,North,Month-to-month,None,0
825,23.0,41.77,3,East,Month-to-month,None,1
826,33.5,60.26,1,North,Month-to-month,DSL,1
827,40.9,89.05,1,North,Month-to-month,Fiber,0
828,72.0,69.27,3,North,Month-to-month,Fiber,0
829,25.0,40.77,2,East,Month-to-month,DSL,1
830,51.2,36.99,2,West,Month-to-month,DSL,1
831,30.5,94.97,2,East,One year,Fiber,1
832,31.5,63.37,4,West,Month-to-month,DSL,1
833,25.2,53.35,2,East,Month-to-month,Fiber,1
834,28.9,60.07,0,West,Month-to-month,Fiber,1
835,23.1,38.41,2,West,Two year,DSL,0
836,46.3,90.62,2,South,One year,Fiber,0
837,16.5,57.93,4,North,Two year,DSL,1
838,8.9,89.61,1,North,Two year,DSL,0
839,18.8,65.93,2,East,Month-to-month,DSL,0
840,17.5,90.73,1,East,One year,Fiber,0
841,18.8,69.62,1,North,Month-to-month,DSL,0
842,24.4,80.36,2,West,Two year,Fiber,0
843,18.9,77.94,2,West,Month-to-month,DSL,0
844,24.2,76.22,3,North,Month-to-month,Fiber,1
845,18.9,71.26,1,North,Two year,None,0
846,33.9,60.81,3,North,Two year,DSL,0
847,72.0,99.48,0,South,Two year,Fiber,0
848,30.1,48.68,1,West,Month-to-month,Fiber,0
849,19.4,65.08,3,East,Month-to-month,Fiber,0
850,3.9,65.27,2,North,Month-to-month,DSL,1
851,71.4,72.24,0,South,Month-to-month,DSL,0
852,31.1,57.27,1,North,Month-to-month,DSL,1
853,24.1,70.67,2,South,Month-to-month,None,1
854,4.1,61.96,1,South,One year,Fiber,0
855,24.9,36.52,3,East,Month-to-month,DSL,0
856,28.8,65.17,1,East,One year,Fiber,0
857,18.9,45.19,0,West,Two year,DSL,0
858,10.2,33.78,4,North,One year,Fiber,0
859,9.7,67.46,2,West,Month-to-month,DSL,1
860,72.0,73.78,1,North,Month-to-month,Fiber,0
861,28.3,74.48,2,South,Month-to-month,Fiber,0
862,18.9,75.21,2,West,One year,Fiber,0
863,27.3,30.21,0,East,Month-to-month,None,0
864,26.2,40.5,0,North,Month-to-month,DSL,0
865,9.4,100.52,2,South,Two year,Fiber,1
866,44.6,46.15,2,East,One year,Fiber,0
867,23.7,76.0,1,West,Two year,Fiber,0
868,28.5,52.64,3,East,Month-to-month,None,0
869,58.8,66.43,4,North,Two year,None,0
870,10.5,53.6,2,South,Month-to-month,DSL,1
871,15.9,75.11,5,North,Month-to-month,DSL,1
872,32.1,67.46,2,North,Two year,Fiber,0
873,44.1,56.93,1,East,Two year,Fiber,0
874,17.8,46.1,0,West,One year,DSL,0
875,18.5,69.82,3,North,Month-to-month,DSL,0
876,38.3,43.17,4,West,Month-to-month,Fiber,0
877,72.0,72.69,1,East,One year,DSL,0
878,27.8,112.28,0,East,Two year,Fiber,0
879,15.9,89.3,1,North,Month-to-month,Fiber,0
880,12.9,77.93,0,South,Month-to-month,Fiber,1
881,24.4,63.46,1,North,One year,DSL,0
882,42.9,30.1,1,North,One year,DSL,0
883,72.0,41.2,2,South,Month-to-month,DSL,0
884,21.9,88.09,0,South,One year,DSL,0
885,27.9,50.78,2,North,Two year,DSL,0
886,65.4,52.41,0,North,Month-to-month,Fiber,0
887,31.8,62.02,1,West,One year,DSL,0
888,30.3,45.88,2,West,One year,Fiber,0
889,58.4,42.92,2,South,One year,DSL,0
890,28.3,64.09,0,West,Two year,Fiber,0
891,13.6,48.95,1,North,One year,Fiber,0
892,51.8,51.66,3,South,One year,DSL,0
893,8.2,50.94,2,West,Month-to-month,Fiber,1
894,46.9,74.4,3,South,One year,Fiber,1
895,26.5,60.82,0,North,Month-to-month,DSL,0
896,22.1,61.79,3,South,Month-to-month,DSL,1
897,21.7,75.75,1,South,One year,Fiber,0
898,24.3,62.44,2,East,One year,Fiber,0
899,20.1,59.99,0,South,Two year,Fiber,0
900,34.6,73.47,0,South,One year,DSL,0
901,20.5,77.03,4,South,Two year,None,1
902,6.0,62.35,2,East,Month-to-month,Fiber,1
903,26.7,66.45,4,North,One year,DSL,1
904,5.7,50.93,1,West,Two year,DSL,0
905,26.6,49.51,2,East,Month-to-month,None,0
906,19.8,78.84,2,South,Two year,Fiber,0
907,45.0,73.01,2,East,One year,DSL,0
908,22.6,73.2,2,North,Month-to-month,DSL,0
909,41.3,70.06,0,South,One year,Fiber,1
910,38.6,65.83,2,South,Month-to-month,Fiber,1
911,39.3,77.54,3,South,Month-to-month,Fiber,1
912,23.1,81.83,2,East,Month-to-month,Fiber,0
913,27.6,81.4,4,West,Month-to-month,DSL,0
914,34.0,63.19,0,South,Month-to-month,DSL,0
915,28.1,89.97,3,South,Two year,Fiber,0
916,22.7,69.11,1,East,Month-to-month,DSL,1
917,14.5,76.38,2,South,Two year,Fiber,1
918,26.8,70.08,2,North,One year,None,0
919,8.9,69.45,2,West,Month-to-month,Fiber,1
920,5.3,51.76,2,West,Month-to-month,DSL,1
921,12.3,77.62,0,West,Two year,None,1
922,39.0,116.22,2,North,One year,DSL,0
923,30.6,58.25,5,North,Two year,DSL,0
924,39.2,66.28,1,South,Month-to-month,Fiber,0
925,16.9,56.97,1,West,One year,DSL,0
926,47.6,56.22,1,North,One year,DSL,0
927,9.7,92.8,0,North,Two year,Fiber,0
928,12.6,52.89,2,North,Month-to-month,None,0
929,47.1,56.47,4,West,Two year,Fiber,0
930,29.3,36.43,1,West,Month-to-month,Fiber,0
931,39.4,51.36,2,East,Two year,None,0
932,30.7,34.25,2,North,One year,Fiber,1
933,18.5,76.37,0,East,One year,Fiber,0
934,11.5,115.39,0,South,Month-to-month,Fiber,1
935,6.6,58.4,0,North,Two year,DSL,0
936,68.5,35.0,2,South,Month-to-month,DSL,0
937,8.0,81.2,1,South,One year,Fiber,1
938,57.3,51.92,3,South,One year,DSL,0
939,28.4,88.39,0,West,One year,DSL,0
940,31.3,59.92,3,South,Month-to-month,DSL,1
941,30.1,53.63,0,South,One year,DSL,0
942,36.6,61.8,3,East,One year,None,0
943,15.8,78.64,4,East,One year,Fiber,0
944,4.7,60.91,2,North,One year,Fiber,1
945,18.3,56.06,3,East,One year,DSL,0
946,34.8,61.42,2,North,Two year,Fiber,0
947,12.7,42.11,1,South,One year,Fiber,0
948,48.3,72.15,1,East,Month-to-month,Fiber,1
949,24.6,32.84,2,East,One year,Fiber,0
950,11.8,57.01,3,South,Month-to-month,None,1
951,29.1,78.67,2,North,Month-to-month,Fiber,0
952,34.4,70.45,3,South,One year,DSL,0
953,35.9,75.63,1,South,Month-to-month,DSL,0
954,1.4,63.83,2,West,One year,Fiber,0
955,47.2,86.06,3,East,Two year,Fiber,0
956,9.2,81.64,3,West,Month-to-month,Fiber,0
957,47.2,73.03,1,South,Month-to-month,DSL,0
958,49.7,81.7,0,West,Month-to-month,Fiber,1
959,11.5,78.51,1,North,Month-to-month,DSL,0
960,13.3,57.09,1,South,One year,Fiber,0
961,40.5,40.81,0,North,One year,Fiber,0
962,20.6,72.57,4,North,One year,Fiber,0
963,53.9,74.83,2,West,Month-to-month,Fiber,0
964,62.4,84.63,4,East,One year,Fiber,0
965,11.8,48.15,2,East,Month-to-month,None,1
966,15.6,48.68,0,East,One year,Fiber,0
967,28.2,73.28,0,East,One year,DSL,1
968,4.6,63.72,6,East,Month-to-month,DSL,1
969,6.7,31.06,1,West,Two year,DSL,0
970,14.4,71.75,1,East,One year,DSL,0
971,72.0,31.66,3,East,Month-to-month,Fiber,0
972,30.9,47.99,2,South,One year,DSL,0
973,17.3,89.33,1,West,One year,Fiber,0
974,13.2,97.85,1,North,Month-to-month,DSL,1
975,11.5,43.12,0,South,Month-to-month,Fiber,1
976,18.2,59.07,2,West,One year,DSL,0
977,17.5,65.77,1,North,Two year,DSL,1
978,23.0,97.06,2,North,One year,DSL,0
979,35.4,56.13,3,South,One year,Fiber,0
980,25.2,56.42,1,South,One year,DSL,0
981,41.9,92.88,1,West,Month-to-month,DSL,0
982,22.0,58.25,0,West,Month-to-month,DSL,1
983,65.1,78.0,2,South,Month-to-month,Fiber,1
984,41.3,38.41,0,West,Two year,Fiber,0
985,30.4,61.92,5,East,Two year,Fiber,0
986,35.5,35.13,1,West,Two year,DSL,0
987,18.5,46.0,2,North,Month-to-month,Fiber,0
988,22.8,80.11,0,South,One year,DSL,0
989,22.2,64.1,1,North,One year,DSL,0
990,16.0,59.26,0,North,Month-to-month,DSL,0
991,10.1,51.52,1,East,Month-to-month,DSL,0
992,36.6,61.03,3,North,One year,DSL,0
993,45.7,70.42,2,East,One year,DSL,0
994,33.6,82.69,4,East,One year,Fiber,0
995,25.2,20.0,4,North,Month-to-month,DSL,1
996,72.0,50.03,3,South,One year,None,0
997,17.2,67.86,3,East,Month-to-month,Fiber,1
998,31.0,63.22,1,West,Month-to-month,None,0
999,49.5,72.26,0,South,One year,None,0
1000,12.3,69.82,2,West,Month-to-month,DSL,0
1001,38.2,59.51,2,West,Two year,DSL,0
1002,67.5,55.52,3,East,Month-to-month,DSL,1
1003,26.5,60.58,2,South,Month-to-month,Fiber,0
1004,29.4,85.68,2,East,Month-to-month,Fiber,0
1005,17.3,51.82,2,West,One year,Fiber,0
1006,35.2,63.87,5,South,Month-to-month,DSL,1
1007,15.7,68.3,1,West,Month-to-month,Fiber,1
1008,25.5,93.09,3,West,Month-to-month,DSL,0
1009,9.1,59.59,2,South,Month-to-month,DSL,1
1010,2.7,82.26,1,East,One year,DSL,0
1011,19.6,87.18,2,East,One year,Fiber,0
1012,19.4,63.85,2,West,Month-to-month,Fiber,0
1013,20.7,61.21,3,West,One year,Fiber,0
1014,40.6,59.08,2,North,Month-to-month,Fiber,0
1015,46.5,60.4,0,North,One year,Fiber,0
1016,31.8,80.38,1,South,Month-to-month,Fiber,0
1017,39.0,69.16,4,West,One year,Fiber,0
1018,16.0,69.24,2,South,Month-to-month,DSL,0
1019,13.5,44.75,1,West,One year,Fiber,0
1020,35.7,47.59,0,South,Month-to-month,Fiber,0
1021,12.2,103.58,0,South,Two year,None,0
1022,11.3,61.8,0,West,Month-to-month,DSL,0
1023,72.0,51.05,2,East,Two year,None,0
1024,27.6,90.76,4,South,Two year,DSL,0
1025,19.4,70.07,4,North,Month-to-month,Fiber,1
1026,18.0,75.41,3,North,Month-to-month,None,1
1027,9.3,62.52,0,North,Month-to-month,DSL,0
1028,31.4,59.26,1,South,Two year,DSL,1
1029,21.9,61.95,1,East,One year,DSL,0
1030,45.7,40.11,1,South,One year,Fiber,0
1031,36.3,63.42,2,North,Month-to-month,DSL,1
1032,21.5,70.33,0,South,Two year,DSL,1
1033,5.7,98.31,3,South,Month-to-month,DSL,1
1034,27.6,66.55,1,West,Month-to-month,Fiber,1
1035,26.1,22.98,2,South,Month-to-month,Fiber,0
1036,4.7,63.31,2,North,Month-to-month,Fiber,0
1037,33.9,114.31,1,East,Two year,Fiber,0
1038,11.9,80.59,0,West,One year,Fiber,0
1039,47.1,50.4,0,West,Month-to-month,None,0
1040,25.1,75.64,1,West,Month-to-month,Fiber,1
1041,17.7,51.64,4,West,One year,Fiber,0
1042,30.0,40.63,0,East,One year,Fiber,0
1043,28.9,58.73,3,West,Month-to-month,DSL,1
1044,28.2,66.65,1,North,Month-to-month,DSL,0
1045,43.6,31.3,2,West,One year,DSL,0
1046,31.1,44.32,1,West,Two year,None,0
1047,16.6,65.19,0,West,One year,None,0
1048,22.4,57.65,2,South,Month-to-month,DSL,0
1049,56.7,72.11,2,West,One year,DSL,0
1050,15.6,43.14,0,North,Month-to-month,Fiber,0
1051,33.6,77.85,1,East,Two year,DSL,0
1052,44.5,43.69,4,South,Month-to-month,Fiber,1
1053,35.5,94.57,2,East,Month-to-month,DSL,0
1054,27.7,34.12,1,East,Month-to-month,Fiber,0
1055,30.3,45.33,2,South,Month-to-month,Fiber,1
1056,36.8,72.51,1,North,Month-to-month,Fiber,0
1057,15.5,94.96,4,South,One year,DSL,0
1058,26.2,70.67,3,East,One year,DSL,1
1059,72.0,75.13,0,East,Two year,Fiber,0
1060,34.2,65.32,1,East,Month-to-month,DSL,0
1061,28.3,46.52,4,North,Month-to-month,Fiber,0
1062,21.0,56.18,1,West,One year,DSL,0
1063,15.6,43.19,1,East,Month-to-month,Fiber,1
1064,30.9,41.98,1,North,Month-to-month,Fiber,0
1065,32.2,72.23,1,South,Two year,DSL,0
1066,25.1,44.78,1,South,Two year,DSL,0
1067,72.0,70.75,2,South,Month-to-month,DSL,0
1068,16.6,41.57,0,North,One year,DSL,1
1069,14.0,70.33,4,North,One year,None,0
1070,21.1,56.2,3,North,Month-to-month,Fiber,0
1071,25.6,90.32,2,North,One year,Fiber,0
1072,15.1,70.83,4,South,Month-to-month,None,0
1073,30.5,87.24,2,West,Month-to-month,Fiber,0
1074,32.5,51.4,2,East,Two year,DSL,0
1075,39.3,66.01,1,South,One year,Fiber,1
1076,19.0,47.34,1,East,Month-to-month,DSL,1
1077,54.1,57.56,1,East,Month-to-month,Fiber,0
1078,37.8,60.28,0,North,Two year,DSL,0
1079,16.3,51.93,3,North,Month-to-month,DSL,0
1080,15.0,43.12,3,North,Two year,Fiber,0
1081,22.1,39.56,3,East,Two year,Fiber,0
1082,32.5,22.88,6,South,Month-to-month,Fiber,1
1083,35.3,45.99,0,South,One year,Fiber,0
1084,37.8,76.29,2,East,One year,Fiber,0
1085,72.0,36.23,4,West,One year,None,0
1086,7.1,40.37,1,South,Month-to-month,Fiber,0
1087,24.7,97.24,3,East,Month-to-month,Fiber,0
1088,72.0,53.54,1,South,Month-to-month,Fiber,1
1089,40.4,70.78,0,East,One year,Fiber,0
1090,13.5,76.56,3,East,One year,Fiber,1
1091,29.6,76.93,2,East,One year,DSL,0
1092,23.8,37.6,0,North,One year,DSL,1
1093,23.3,60.84,1,South,Month-to-month,DSL,0
1094,18.8,35.87,1,West,Month-to-month,Fiber,0
1095,28.2,109.03,2,South,One year,DSL,0
1096,48.5,36.29,4,West,One year,None,0
1097,19.9,46.14,3,South,One year,DSL,0
